SNo,Name,Category,Unit Price,Aliases,Image URL,Visual Keywords,StockQty
1484,Wheat Flakes,Rice & Flour,0,wheat flakes,https://drive.google.com/file/d/12JmCrjuk9sfx7fHcaPUTNwGSGnqH6kZk/view,wheat flakes,0
1485,Arborio,Others,0,arborio,https://drive.google.com/file/d/1A2VeIbt3gY5ojhtkXqVTuhu2zPOj84eu/view,arborio,0
1486,Cahews n,Dry Fruits & Nuts,0,cahews n,https://drive.google.com/file/d/1EnRLmk--oVfFQn9-_FKlBP1-y02xwsqP/view,cahews n,0
1487,Pine Nuts,Dry Fruits & Nuts,0,pine nuts,https://drive.google.com/file/d/1Gt-7StgN9Ctr8cTsLZHYIF9zRP4CuiAk/view,pine nuts,0
1488,Plum Sauce,Sauces & Pickles,0,plum sauce,https://drive.google.com/file/d/1J-CVUc9Hk6n2h7Lys7FKSiDPTiu4BLKV/view,plum sauce,0
1489,Platinium Almonds,Dry Fruits & Nuts,0,platinium almonds,https://drive.google.com/file/d/1OY9H-XiJHj2fGaa3vOXX747NnAfC0tYT/view,platinium almonds,0
1490,Missi Roti Atta,Rice & Flour,0,missi roti atta,https://drive.google.com/file/d/1OpdPjFiqtIUEIFi902PE9pq7IHddyh7N/view,missi roti atta,0
1491,Roasted Makhana,Dry Fruits & Nuts,0,roasted makhana,https://drive.google.com/file/d/1Wmq-5ckWlVSJZa5GlyEfAFfDO7lTrkcO/view,roasted makhana,0
1492,Pista Eliachi,Dry Fruits & Nuts,0,pista eliachi,https://drive.google.com/file/d/1ZWXpQuVnDcZBpoBidyd9Pru5yCzJNyap/view,pista eliachi,0
1493,Almonds,Dry Fruits & Nuts,0,almonds,https://drive.google.com/file/d/1ZqryIcHRzI9XGvTlseZHPrPPy2psmiEY/view,almonds,0
1494,Nuts Delight,Dry Fruits & Nuts,0,nuts delight,https://drive.google.com/file/d/1cxBJ72hs3O3Wv2uPWSDxO0gANdKrX9Te/view,nuts delight,0
1495,Chilgoza,Others,0,chilgoza,https://drive.google.com/file/d/1ergc9o4nQSZvxghPM51ahNjvB6JK_P8a/view,chilgoza,0
1496,Cashew,Dry Fruits & Nuts,0,cashew,https://drive.google.com/file/d/1qhVRp45ndvjgWSQ1EbY9hytgTPaVM8cq/view,cashew,0
1497,Almond Flakes,Dry Fruits & Nuts,0,almond flakes,https://drive.google.com/file/d/1sbirAQf5EShbN_Zbh9chdObXY_DIqnDD/view,almond flakes,0
1498,DF daily Farm,Others,0,df daily farm,https://drive.google.com/file/d/1FjURCRmBMFOBxsysyNesx0hRr-8CbCCe/view,df daily farm,0
1499,Veg Sauya Cheeps stinks,Others,0,veg sauya cheeps stinks,https://drive.google.com/file/d/1MLJ07RP6RKIUboEfrYUHg0JjAWEacpbu/view,veg sauya cheeps stinks,0
1500,Chicken Powder,Spices & Masalas,0,chicken powder,https://drive.google.com/file/d/1NC-2v6jpg2Xme05boXZhbS2vIcOkHNGU/view,chicken powder,0
1501,Fruit Jam,Sauces & Pickles,0,fruit jam,https://drive.google.com/file/d/1Oynwy93pgOzsMubX5E5TH6ewBQL3XhT4/view,fruit jam,0
1502,Penne Riggate,Pasta & Noodles,0,penne riggate,https://drive.google.com/file/d/1T62ug_o_3xvHzzegpVttPjBhz3gn02pc/view,penne riggate,0
1503,Hot Chilli Sauce,Spices & Masalas,0,hot chilli sauce,https://drive.google.com/file/d/1Ulj_oXxJmTASqluPbUAVuZ47jnlhUTZZ/view,hot chilli sauce,0
1504,Bru,Tea & Coffee,0,bru,https://drive.google.com/file/d/1_BDOjvIEPb5sV3JRMyYZEpam2SqNc2zd/view,bru,0
1505,peri peri sauce bottle,Spices & Masalas,0,peri peri sauce bottle,https://drive.google.com/file/d/1agDVCPt-JcCc0EPFUpAZI9F-r_d8kduu/view,peri peri sauce bottle,0
1506,Punjabi Pickle,Sauces & Pickles,0,punjabi pickle,https://drive.google.com/file/d/1akEypRz4j3FsyONEXmky1n0L5vW6nCAi/view,punjabi pickle,0
1507,Kali kismis,Dry Fruits & Nuts,0,kali kismis,https://drive.google.com/file/d/1cWZFK3hEs8RyakubNvNb0jHd6hRxdPyv/view,kali kismis,0
1508,Vermichelli,Others,0,vermichelli,https://drive.google.com/file/d/1g3M3NxagpW4bYP2jwv15cfHL4Gw6c-XG/view,vermichelli,0
1509,Equal Classic,Others,0,equal classic,https://drive.google.com/file/d/1iVBB4fZ-EiN-hqE6igfaqK5APqZT8e7B/view,equal classic,0
1510,Idli Mix,Rice & Flour,0,idli mix,https://drive.google.com/file/d/1k3JwuwXHOztnPcxvviZlx2kOdvbf8_7W/view,idli mix,0
1511,Dates,Dry Fruits & Nuts,0,dates,https://drive.google.com/file/d/1zl7RYrwegNXeCSk52I0wDDhUxsQqRWNG/view,dates,0
1512,orange bits,Others,0,orange bits,https://drive.google.com/file/d/10nMEWH-ZqZpjhQJ9eQtepSqxGDTNSvaT/view,orange bits,0
1513,safron,Others,0,safron,https://drive.google.com/file/d/17Yk2X7NUoarwSG6q8TCa2adkdhPIBbPN/view,safron,0
1514,Pitted Prune,Dry Fruits & Nuts,0,pitted prune,https://drive.google.com/file/d/1BJ9R4-wbBK03YPS9q8dNkyKIO8WQ7f75/view,pitted prune,0
1515,Black Raisins,Spices & Masalas,0,black raisins,https://drive.google.com/file/d/1TOevNPzBerFHTQA8OsZM_SVlJo_BHqU7/view,black raisins,0
1516,Biscoff,Snacks & Papad,0,biscoff,https://drive.google.com/file/d/1Vvr7FAdGEFi4OAqYB7o2IXfNr9Bu4Jn1/view,biscoff,0
1517,Crankeries,Others,0,crankeries,https://drive.google.com/file/d/1WmJjuMJG6iwXqyh5KxEvJ65x4krnH6bo/view,crankeries,0
1518,Tutti Fruity R,Dry Fruits & Nuts,0,tutti fruity r,https://drive.google.com/file/d/1XHyAwc3xcnpUjasV_32hpx8SwKLUngE2/view,tutti fruity r,0
1519,Sriracha Sauce,Sauces & Pickles,0,sriracha sauce,https://drive.google.com/file/d/1ZbLQn3PJP-7LGNKp1dyoxRvouGJ_hmRd/view,sriracha sauce,0
1520,Aromat Powder,Spices & Masalas,0,aromat powder,https://drive.google.com/file/d/1Zq_T6pi1Mjf0atTYVN6Ka_YTEfKvvqmK/view,aromat powder,0
1521,Tutti Fruity G,Dry Fruits & Nuts,0,tutti fruity g,https://drive.google.com/file/d/1bzp9RVA9jm_IfeMU9CDo80BhNGlN2YeP/view,tutti fruity g,0
1522,Javitra mauce Masala,Spices & Masalas,0,javitra mauce masala,https://drive.google.com/file/d/1-8iZueETTofpH8PqvMUmX0xsrrWKIvaI/view,javitra mauce masala,0
1523,Star Podwer,Others,0,star podwer,https://drive.google.com/file/d/1UpDyyf6_v-QN3wbQNKr-ri-c43dv6Zw0/view,star podwer,0
1524,Badam mouth Freshner,Others,0,badam mouth freshner,https://drive.google.com/file/d/1_AW92wJ4WT-oC-bEK9lhK17Mi1ndattc/view,badam mouth freshner,0
1525,Nutmec Powder,Spices & Masalas,0,nutmec powder,https://drive.google.com/file/d/1pPqBP5_PQqjEhtecJUGRUzmqhBIR5rgM/view,nutmec powder,0
1526,Tutti Fruiti,Dry Fruits & Nuts,0,tutti fruiti,https://drive.google.com/file/d/1y_TLt_BpH5d2Glv2U8MohHKS7XaodUoa/view,tutti fruiti,0
1527,White Peas,Others,0,white peas,https://drive.google.com/file/d/1LNTRsm4UbyTcLSjyDZsLeLgN-jr_sREA/view,white peas,0
1528,Sabit Mong,Pulses & Dals,0,sabit mong,https://drive.google.com/file/d/1YB6Lzgr2w63EaBbenKDLuRve3ZxFkCth/view,sabit mong,0
1529,Coconut Pow,Others,0,coconut pow,https://drive.google.com/file/d/1EFYbr7rb54r9kcrb6gDjgkOh3Z1UTups/view,coconut pow,0
1530,Rai,Spices & Masalas,0,rai,https://drive.google.com/file/d/1BVcvfZf2SmXi1kD22SsFYzNGn_VBDJTe/view,rai,0
1531,Dhaniya Pow,Spices & Masalas,0,dhaniya pow,https://drive.google.com/file/d/1EUdGfVmpVg-9xltWz7qLF914cY3Dy3l7/view,dhaniya pow,0
1532,Mirchi Pow,Others,0,mirchi pow,https://drive.google.com/file/d/1UAMQh6rRFUWCTCwFqe2c8zuaCPo8J82E/view,mirchi pow,0
1533,Silver Balls,Others,0,silver balls,https://drive.google.com/file/d/1iWhagyUQ1ZdHxnMQCy7nrxLkYDFP8tjE/view,silver balls,0
1534,Chat Masala,Spices & Masalas,0,chat masala,https://drive.google.com/file/d/13L6yxyO4xdSr1Cb5SIcBqepHZGpClMAO/view,chat masala,0
1535,Chana,Pulses & Dals,0,chana,https://drive.google.com/file/d/1yaU2rNwUuH2e_g07_IPlj2zfUT7qjBmG/view,chana,0
1536,Imly,Others,0,imly,https://drive.google.com/file/d/1O_2tAsbBF1UDMfRRefeYyv1MY1p5eI8Q/view,imly,0
1537,Kopra,Others,0,kopra,https://drive.google.com/file/d/1TIZ5JYdV-VXyS7hwMIQNl1mm3IOPSDtJ/view,kopra,0
1538,Eathing Soda,Baking,0,eathing soda,https://drive.google.com/file/d/1ijYvxRYOayHvX5DG4TVVxDz7zvSN1UXC/view,eathing soda,0
1539,Pili Rai,Spices & Masalas,0,pili rai,https://drive.google.com/file/d/1BCifEbgnNmjdiS-LP9EVy0zSlSPohfNQ/view,pili rai,0
1540,Curd Chilly,Dairy,0,curd chilly,https://drive.google.com/file/d/1FZEhFwljqkB_hMy5JXLibcgdE3E8WYgd/view,curd chilly,0
1541,Kabab Chini,Spices & Masalas,0,kabab chini,https://drive.google.com/file/d/1cK_yn-M7z1xZeCunlJ0fM61_zYPnJFhQ/view,kabab chini,0
1542,Idly Karampuri,Rice & Flour,0,idly karampuri,https://drive.google.com/file/d/1CcTZFm_8LUeg6PcwyadkDKGAZKYKptYz/view,idly karampuri,0
1543,Besan,Rice & Flour,0,besan,https://drive.google.com/file/d/1U9MfDPiJ4PZ_4BHXIfp9zDnxUO97fDR9/view,besan,0
1544,Badam,Others,0,badam,https://drive.google.com/file/d/1A_w2kkD7yhT_akKz7mbXD1Qrv_vhLsZC/view,badam,0
1545,Gram Masal S,Others,0,gram masal s,https://drive.google.com/file/d/1RmzYWTcvOa-emj7bgi_9e3vge_gcJqBp/view,gram masal s,0
1546,Gram Masala L,Spices & Masalas,0,gram masala l,https://drive.google.com/file/d/1DYu44Iz1ml-BkQI3z7VtEe3fLG03X2cL/view,gram masala l,0
1547,Bhagar,Rice & Flour,0,bhagar,https://drive.google.com/file/d/1OxOY0Djd6mIPqkgAfgj3Ij6NYyXBP-KE/view,bhagar,0
1548,Jeera Powdeer,Spices & Masalas,0,jeera powdeer,https://drive.google.com/file/d/1vuawktRmfUbTFqnq8zGVupPJZEWmMZin/view,jeera powdeer,0
1549,Lychee Crush,Beverages & Syrups,0,lychee crush,https://drive.google.com/file/d/13q0AINQIIlAhuXVJqOZATOYmg-7x4zju/view,lychee crush,0
1550,LG,Others,0,lg,https://drive.google.com/file/d/157FjIvTDi0Py1Z4pUBSPKOpBvniAB9_p/view,lg,0
1551,Sri Haldi Powder,Spices & Masalas,0,sri haldi powder,https://drive.google.com/file/d/1g2oGX50EIY_exW4ReURl09B9UGgHlK35/view,sri haldi powder,0
1552,Furtune Oil,Oils & Ghee,0,furtune oil,https://drive.google.com/file/d/1_chDVPEciZavRLi-bniPpJUsg1jdheEt/view,furtune oil,0
1553,Black Pepper Sachet,Spices & Masalas,0,black pepper sachet,https://drive.google.com/file/d/1qCdJNaJUmHNXQfbqnMAnl0HbcueKGaiX/view,black pepper sachet,0
1554,Tajmahal Gulkhand,Beverages & Syrups,0,tajmahal gulkhand,https://drive.google.com/file/d/1hfc6jOfqLbbSWqizyb0KPE87af_zZL7a/view,tajmahal gulkhand,0
1555,Guruji Kesaria,Others,0,guruji kesaria,https://drive.google.com/file/d/1XBcEVJKET2vOT_6cHz4rwW8I1wRnssyQ/view,guruji kesaria,0
1556,Malas Mango Crush,Beverages & Syrups,0,malas mango crush,https://drive.google.com/file/d/1ssUyOZbIfyY-Og3wLMzB59v1k5H060d0/view,malas mango crush,0
1557,Manpasand Bhagar,Rice & Flour,0,manpasand bhagar,https://drive.google.com/file/d/1U8gfJAWKY9w_JdBOU0Nk5ZsMIUpUxp-q/view,manpasand bhagar,0
1558,Sabu Sabu,Others,0,sabu sabu,https://drive.google.com/file/d/1jHvJQu616KSCpbPwd8zGWapK5NA1BYcn/view,sabu sabu,0
1559,Badshah Masala,Spices & Masalas,0,badshah masala,https://drive.google.com/file/d/16WAoJIXHRvEuoRbW8gBLCjBAefu5tt1V/view,badshah masala,0
1560,Everest Chaat Masala,Spices & Masalas,0,everest chaat masala,https://drive.google.com/file/d/1ntw67kGr5A01gUdM-9ALRPaA1WagqU7s/view,everest chaat masala,0
1561,Doda Elachi,Others,0,doda elachi,https://drive.google.com/file/d/1jfTVh_vjBX4RMItmn_YlE2rLBH5Tk9Ub/view,doda elachi,0
1562,Glucon D,Others,0,glucon d,https://drive.google.com/file/d/1B9RB4muZYD3EbQQEKZ-y8kO1ZwxDEyQI/view,glucon d,0
1563,T Plus Masala,Spices & Masalas,0,t plus masala,https://drive.google.com/file/d/1uK8hZ1xa8ilbeauIJemQtf5xCMrxdWlr/view,t plus masala,0
1564,Rai Powder,Spices & Masalas,0,rai powder,https://drive.google.com/file/d/1J53JoQrLUs2FKvmsCwXMK5A-Obrax4XN/view,rai powder,0
1565,Chetan Coconut Powder,Others,0,chetan coconut powder,https://drive.google.com/file/d/1BPHYVQXtGbEgdeql3Vb1lCooI-D86bF7/view,chetan coconut powder,0
1566,Rock Salt,Spices & Masalas,0,rock salt,https://drive.google.com/file/d/1HjS-sbL0FNyioSoooopxBW_bmstH9zaG/view,rock salt,0
1567,Lal Mirchi Powder,Spices & Masalas,0,lal mirchi powder,https://drive.google.com/file/d/1TrlpjYwwti6FXAQSyWM7etvP6MHKydKP/view,lal mirchi powder,0
1568,Sukh Mukh,Others,0,sukh mukh,https://drive.google.com/file/d/1IbDfZ6HIlA7i04hA9jOeleMozMtZPrg6/view,sukh mukh,0
1569,Marathi Muga,Others,0,marathi muga,https://drive.google.com/file/d/11kNEZuPQtsOzgYAVAVNtDhThN6bOn3oY/view,marathi muga,0
1570,Kismish,Dry Fruits & Nuts,0,kismish,https://drive.google.com/file/d/1BA0mjcV1h7La5xqda0yIOI7UEGXnUmof/view,kismish,0
1571,Kalojni,Others,0,kalojni,https://drive.google.com/file/d/1gM4vDfNr5THEWdWjEUT75HfpUUxglRKX/view,kalojni,0
1572,W Tilli,Seeds,0,w tilli,https://drive.google.com/file/d/10TJMQQFky8bFeZo3uTpOAGEq4VYaDbbq/view,w tilli,0
1573,Methi,Others,0,methi,https://drive.google.com/file/d/1m3mCIFddcPMpq1i6buwc5AmAFvo1W1oW/view,methi,0
1574,C Mirchi,Others,0,c mirchi,https://drive.google.com/file/d/1Kpx1ULIJ0TvBeR9szDqVB4AKSYrrW35b/view,c mirchi,0
1575,Loung,Others,0,loung,https://drive.google.com/file/d/1CZXWeR9Lvc26L8kYl5PP0L66ICiuDi5a/view,loung,0
1576,Tejpata,Others,0,tejpata,https://drive.google.com/file/d/1mA3XloD4V9HBhh5IKXiAQUn_kcA2T9aO/view,tejpata,0
1577,White Pepper,Spices & Masalas,0,white pepper,https://drive.google.com/file/d/178aE1iEvsznSze7BEnQ0cuiz-hPVepWH/view,white pepper,0
1578,P Phool,Others,0,p phool,https://drive.google.com/file/d/1qos2QZ7xCMKte6ph_0Qe_kWIxU2nH0HY/view,p phool,0
1579,Gundu,Others,0,gundu,https://drive.google.com/file/d/1GVIEnZYCDSwT6zwsZKXo4h43_MsG02Fx/view,gundu,0
1580,Masoor Whole,Pulses & Dals,0,masoor whole,https://drive.google.com/file/d/1dpF_bg3Az89dVg9pCrnrESYovdjFQhPB/view,masoor whole,0
1581,Masoor Dal,Pulses & Dals,0,masoor dal,https://drive.google.com/file/d/16QmjpKx147kFBtwBX9KQpBcDy_Clp0Y0/view,masoor dal,0
1582,Barley,Others,0,barley,https://drive.google.com/file/d/1KCF2Q0faTCU_fe-gCco2cyc7hWI4vUIP/view,barley,0
1583,K Chana Spl,Pulses & Dals,0,k chana spl,https://drive.google.com/file/d/1AS2CCHUJVQruL30-n7CAITgZpJw-jOhk/view,k chana spl,0
1584,Sabja,Seeds,0,sabja,https://drive.google.com/file/d/11QN_MuOzUUgz2HWjNlkQxYMkvqW37soi/view,sabja,0
1585,Gundu Split,Rice & Flour,0,gundu split,https://drive.google.com/file/d/10Z3Sbim94rmTfjID_4ZFNhGEomd_1Ppn/view,gundu split,0
1586,White Til,Others,0,white til,https://drive.google.com/file/d/1DSkp2kD_STOr7XhwUZKG-VgnCr5DHVl2/view,white til,0
1587,Kaju 8pcs,Dry Fruits & Nuts,0,kaju 8pcs,https://drive.google.com/file/d/1pP9du9AN0RnXiF7haLspH9-II3TLwi_i/view,kaju 8pcs,0
1588,Kaju 4pcs,Dry Fruits & Nuts,0,kaju 4pcs,https://drive.google.com/file/d/1op9gGJ8SG_25mC2Fg6AgKt9_5_Jo9KqL/view,kaju 4pcs,0
1589,Kaju 12pcs,Dry Fruits & Nuts,0,kaju 12pcs,https://drive.google.com/file/d/1k-v5MyxNy6zIXUVbvNoIfetrxZYOkOjT/view,kaju 12pcs,0
1590,Pista,Dry Fruits & Nuts,0,pista,https://drive.google.com/file/d/1XvOrWOdE4wjvuG88N1R_o4PHoKi0b4XR/view,pista,0
1591,SF Seads,Others,0,sf seads,https://drive.google.com/file/d/1tEJwBi2e98hx65InALOp4zIrMR0yzDlx/view,sf seads,0
1592,Nimbustand,Others,0,nimbustand,https://drive.google.com/file/d/1nlA1dJSalIj5KKQk0gpObkqhzZicu0rs/view,nimbustand,0
1593,Rajrira,Others,0,rajrira,https://drive.google.com/file/d/1LM3IbOSqGSRZUhZTLvNe8FAH5a81kyT-/view,rajrira,0
1594,Haldi Pow,Spices & Masalas,0,haldi pow,https://drive.google.com/file/d/1C2hKBDdD46KKWIjUYAG6I-BexuBsbwK5/view,haldi pow,0
1595,S Mirchi,Others,0,s mirchi,https://drive.google.com/file/d/1EccDWUSz2jm-VAXN97Mn13dqfFIfOE1d/view,s mirchi,0
1596,Dalchini,Pulses & Dals,0,dalchini,https://drive.google.com/file/d/1VZ2TYfxA8xYdX8dXp7SryiREyXxhFl6X/view,dalchini,0
1597,Chat Papadi,Snacks & Papad,0,chat papadi,https://drive.google.com/file/d/1WjZnagxjrBZgHw6rJuuvahF1OeHx8ZHm/view,chat papadi,0
1598,Kukmas,Others,0,kukmas,https://drive.google.com/file/d/1gtwuSQ5WZ-5xlexzJbGcW2CMlF1Mtnyn/view,kukmas,0
1599,Khurbani,Dry Fruits & Nuts,0,khurbani,https://drive.google.com/file/d/1b8ry8LuzbaeZaBn3Na0GYIZf5RKu_t-s/view,khurbani,0
1600,Javitri Spl,Spices & Masalas,0,javitri spl,https://drive.google.com/file/d/1Aa_E--_jkuBbiaWeHAeTFWS1f8Nz9nFq/view,javitri spl,0
1601,Meal Maker,Others,0,meal maker,https://drive.google.com/file/d/1h9dZNC9nyrJT4zOrz92a5KzjEn8MNu9B/view,meal maker,0
1602,Urad Dal,Pulses & Dals,0,urad dal,https://drive.google.com/file/d/1FMUAy-DVQyvhWGeanXD1qSFJSFpMMo2_/view,urad dal,0
1603,Mong Dal,Pulses & Dals,0,mong dal,https://drive.google.com/file/d/1zZnMSWPj5YZlFGEM28e6UHNLXjeC-vo4/view,mong dal,0
1604,B Rajma,Pulses & Dals,0,b rajma,https://drive.google.com/file/d/1S2csJIdP5epuuZPx1HQvqJjV1NQSllhi/view,b rajma,0
1605,Jeera,Spices & Masalas,0,jeera,https://drive.google.com/file/d/1yJZkWDjzZV_DD3Hb6N_fW2pylS6kK48O/view,jeera,0
1606,Sangari,Others,0,sangari,https://drive.google.com/file/d/1ChZxGaBlL9_X9Xwj6QXX-9KyQjNg1aHN/view,sangari,0
1607,Lobiya,Pulses & Dals,0,lobiya,https://drive.google.com/file/d/1JGY9ureji3QmYUlPH2TOIoN37jpBK6ka/view,lobiya,0
1608,Rajma,Pulses & Dals,0,rajma,https://drive.google.com/file/d/1AKcRkO-SBVPesT_19a2MVlFQDRd23Tlg/view,rajma,0
1609,Chilka Mong Dal,Pulses & Dals,0,chilka mong dal,https://drive.google.com/file/d/13ygGXco3UMaUgebnPNtGZ8M49cnqaJz4/view,chilka mong dal,0
1610,Rice Flour,Rice & Flour,0,rice flour,https://drive.google.com/file/d/1XVdQ_r1Mm6W2o5KyKt85YyeiNCBSZCF-/view,rice flour,0
1611,Little Millet,Rice & Flour,0,little millet,https://drive.google.com/file/d/1t0rKhw6WgYJXZKK1wVbqq3foqrjBG2H4/view,little millet,0
1612,Watermelon Seeds,Seeds,0,watermelon seeds,https://drive.google.com/file/d/1SP5has45CEvSynvBANxnDqY1fi7Lc7Pz/view,watermelon seeds,0
1613,Jawari,Rice & Flour,0,jawari,https://drive.google.com/file/d/15nm7sbnE4G7CHY4bos5Cg5roMfe3qE_I/view,jawari,0
1614,Idly Rava,Rice & Flour,0,idly rava,https://drive.google.com/file/d/19z2BGFRWTlSxBO5OxwOOFq3HusYm0Vt5/view,idly rava,0
1615,Ragi Whole,Others,0,ragi whole,https://drive.google.com/file/d/1uE8Te3lxJkaB8fQ9g0-lLMK2YS0KUL1v/view,ragi whole,0
1616,Ragi Atta,Rice & Flour,0,ragi atta,https://drive.google.com/file/d/1BbMm-Ca_tONDWWbSPH8WxzSg1c-hX52W/view,ragi atta,0
1617,Quinoa,Rice & Flour,0,quinoa,https://drive.google.com/file/d/1Bl3-4Oy_XTdEVqzOoaBWu_MoxXwrtBcj/view,quinoa,0
1618,Shah Jeera,Spices & Masalas,0,shah jeera,https://drive.google.com/file/d/1BSEEooFzEyIYT38xB1W0xhT-Agtl8vGk/view,shah jeera,0
1619,Dhania,Others,0,dhania,https://drive.google.com/file/d/1cGsxJeAb63pLowdzSqwW8CqMYqH0McKi/view,dhania,0
1620,Poha,Rice & Flour,0,poha,https://drive.google.com/file/d/1iN0lls42ecRoc-bg8RyZUYZtMEw1SApD/view,poha,0
1621,Sabudana,Others,0,sabudana,https://drive.google.com/file/d/1Fkj8k0TlW6-xOWae1QOgMmy5t0YqV2Fc/view,sabudana,0
1622,Pumkin Seeds,Seeds,0,pumkin seeds,https://drive.google.com/file/d/1DEHtdD5IYbMpvhh47yF4ARO_vn0LkcLi/view,pumkin seeds,0
1623,Clove,Spices & Masalas,0,clove,https://drive.google.com/file/d/1swJ7tZzp4nGn_eUMvUu0v5k_f70OXLIp/view,clove,0
1624,Idly Rice,Rice & Flour,0,idly rice,https://drive.google.com/file/d/1RpoST6FKlexoUZmF6gmgS557RnOLrWBM/view,idly rice,0
1625,Monin Coconut,Others,0,monin coconut,https://drive.google.com/file/d/1Rmtp0ouuaLexVNHn6ug6qFG7ECN4Vqx-/view,monin coconut,0
1626,Horlicks,Tea & Coffee,0,horlicks,https://drive.google.com/file/d/1NNTTBCd4dzpe8IbDEuUhXrcrYVi5enI4/view,horlicks,0
1627,MDH Deggi Mirchi,Others,0,mdh deggi mirchi,https://drive.google.com/file/d/1nmyR46FOewAvirtqZRLWNyAVEau-TmKs/view,mdh deggi mirchi,0
1628,Badsha Fish Masala,Spices & Masalas,0,badsha fish masala,https://drive.google.com/file/d/1Sc_KWv3RmuHHfQYOKA33-xQVMVKN_jKC/view,badsha fish masala,0
1629,Chhole Masala,Spices & Masalas,0,chhole masala,https://drive.google.com/file/d/1KhII3BF9b48UNmpKOlybyXqNoTWhthVU/view,chhole masala,0
1630,MDH Chicken Masala,Spices & Masalas,0,mdh chicken masala,https://drive.google.com/file/d/100r3icPyx2WWa61yxi839ZJbzgmOrF5v/view,mdh chicken masala,0
